# Complete Spanish Dictionary
# Generated from story and phrases
# Format: word | [IPA]
# Total words: 1998

abajo | [aβˈaxo]
ðˈos | [dˈe (en)stɹˈɛs(es) ˈo ˈɛse]
ðˌemasjˈaðo | [dˈe (en)sˈɛkəndɹɪstɹˌɛs(es) ˈe ˈɛme ˈa ˈɛse xˈɔta (en)stɹˈɛs(es) ˈa ðˈe ˈo]
ðˌesajjˈuno | [dˈe (en)sˈɛkəndɹɪstɹˌɛs(es) ˈe ˈɛse ˈa xˈɔta xˈɔta (en)stɹˈɛs(es) ˈu ˈɛne ˈo]
ðˌespɛɾtˈaɾme | [dˈe (en)sˈɛkəndɹɪstɹˌɛs(es) ˈe ˈɛse pˈe (en)ˌəʊpənˈɛː ˈɑːtap(es) tˈe (en)stɹˈɛs(es) ˈa (en)ˈɑːtap(es) ˈɛme ˈe]
ðˌeðuθˈiβle | [dˈe (en)sˈɛkəndɹɪstɹˌɛs(es) ˈe ðˈe ˈu (en)θˈiːtə stɹˈɛs(es) ˈi (en)bˈiːtə(es) ˈɛle ˈe]
ðˌiɾɛkθjˈɔn | [dˈe (en)sˈɛkəndɹɪstɹˌɛs(es) ˈi (en)ˈɑːtap ˌəʊpənˈɛː(es) kˈa (en)θˈiːtə(es) xˈɔta (en)stɹˈɛs ˌəʊpənˈɔː(es) ˈɛne]
ðˌokumˈɛntos | [dˈe (en)sˈɛkəndɹɪstɹˌɛs(es) ˈo kˈa ˈu ˈɛme (en)stɹˈɛs ˌəʊpənˈɛː(es) ˈɛne tˈe ˈo ˈɛse]
última | [ˈultima]
ɔβxˈetos | [(en)ˌəʊpənˈɔː bˈiːtə(es) ˈɛkis (en)stɹˈɛs(es) ˈe tˈe ˈo ˈɛse]
ɛm | [ˈem]
ɛmfɾˈɛnte | [(en)ˌəʊpənˈɛː(es) ˈɛme ˈɛfe (en)ˈɑːtap stɹˈɛs ˌəʊpənˈɛː(es) ˈɛne tˈe ˈe]
ɛn | [ˈɛn]
ɛntjˈɛndo | [(en)ˌəʊpənˈɛː(es) ˈɛne tˈe xˈɔta (en)stɹˈɛs ˌəʊpənˈɛː(es) ˈɛne ðˈe ˈo]
ɡlˈutɛn | [xˈe ˈɛle (en)stɹˈɛs(es) ˈu tˈe (en)ˌəʊpənˈɛː(es) ˈɛne]
ɡɾˈaθjas | [xˈe (en)ˈɑːtap stɹˈɛs(es) ˈa (en)θˈiːtə(es) xˈɔta ˈa ˈɛse]
ɡˈusto | [xˈe (en)stɹˈɛs(es) ˈu ˈɛse tˈe ˈo]
ɣɾˈande | [(en)ɡˈamə ˈɑːtap stɹˈɛs(es) ˈa ˈɛne ðˈe ˈe]
ɣˌustaɾˈia | [(en)ɡˈamə sˈɛkəndɹɪstɹˌɛs(es) ˈu ˈɛse tˈe ˈa (en)ˈɑːtap stɹˈɛs(es) ˈi ˈa]
ʎamˈaɾ | [(en)tˈɜːndwˈaɪ(es) ˈa ˈɛme (en)stɹˈɛs(es) ˈa (en)ˈɑːtap(es)]
ʎˈamas | [(en)tˈɜːndwˈaɪ stɹˈɛs(es) ˈa ˈɛme ˈa ˈɛse]
ʎˈamo | [(en)tˈɜːndwˈaɪ stɹˈɛs(es) ˈa ˈɛme ˈo]
ʎˈaβe | [(en)tˈɜːndwˈaɪ stɹˈɛs(es) ˈa (en)bˈiːtə(es) ˈe]
ʝˈa | [(en)dʒˌeɪkˈɜːl stɹˈɛs(es) ˈa]
ˈa | [(en)stɹˈɛs(es) ˈa]
ˈalɣjɛn | [(en)stɹˈɛs(es) ˈa ˈɛle (en)ɡˈamə(es) xˈɔta (en)ˌəʊpənˈɛː(es) ˈɛne]
ˈan | [(en)stɹˈɛs(es) ˈa ˈɛne]
ˈanimo | [(en)stɹˈɛs(es) ˈa ˈɛne ˈi ˈɛme ˈo]
ˈaɣwa | [(en)stɹˈɛs(es) ˈa (en)ɡˈamə(es) ˌuβe ðˈɔβle ˈa]
ˈaɪ | [(en)stɹˈɛs(es) ˈa (en)smˈɔːlkˌapˈaɪ(es)]
ˈaɪɾɛ | [(en)stɹˈɛs(es) ˈa (en)smˈɔːlkˌapˈaɪ ˈɑːtap ˌəʊpənˈɛː(es)]
ˈaɲo | [(en)stɹˈɛs(es) ˈa (en)ɲˈɛ(es) ˈo]
ˈaβlas | [(en)stɹˈɛs(es) ˈa (en)bˈiːtə(es) ˈɛle ˈa ˈɛse]
ˈaβlo | [(en)stɹˈɛs(es) ˈa (en)bˈiːtə(es) ˈɛle ˈo]
ˈe | [(en)stɹˈɛs(es) ˈe]
ˈes | [(en)stɹˈɛs(es) ˈe ˈɛse]
ˈeso | [(en)stɹˈɛs(es) ˈe ˈɛse ˈo]
ˈesto | [(en)stɹˈɛs(es) ˈe ˈɛse tˈe ˈo]
ˈiða | [(en)stɹˈɛs(es) ˈi ðˈe ˈa]
ˈola | [(en)stɹˈɛs(es) ˈo ˈɛle ˈa]
ˈoɪ | [(en)stɹˈɛs(es) ˈo (en)smˈɔːlkˌapˈaɪ(es)]
ˈum | [(en)stɹˈɛs(es) ˈu ˈɛme]
ˈun | [(en)stɹˈɛs(es) ˈu ˈɛne]
ˈuna | [(en)stɹˈɛs(es) ˈu ˈɛne ˈa]
ˈɔtɾo | [(en)stɹˈɛs ˌəʊpənˈɔː(es) tˈe (en)ˈɑːtap(es) ˈo]
ˈɔɾa | [(en)stɹˈɛs ˌəʊpənˈɔː ˈɑːtap(es) ˈa]
ˌajjuðˈaɾme | [(en)sˈɛkəndɹɪstɹˌɛs(es) ˈa xˈɔta xˈɔta ˈu ðˈe (en)stɹˈɛs(es) ˈa (en)ˈɑːtap(es) ˈɛme ˈe]
ˌakɔndˌiθjonˈaðo | [(en)sˈɛkəndɹɪstɹˌɛs(es) ˈa kˈa (en)ˌəʊpənˈɔː(es) ˈɛne ðˈe (en)sˈɛkəndɹɪstɹˌɛs(es) ˈi (en)θˈiːtə(es) xˈɔta ˈo ˈɛne (en)stɹˈɛs(es) ˈa ðˈe ˈo]
ˌalkilˈaɾ | [(en)sˈɛkəndɹɪstɹˌɛs(es) ˈa ˈɛle kˈa ˈi ˈɛle (en)stɹˈɛs(es) ˈa (en)ˈɑːtap(es)]
ˌalkilˈɛɾ | [(en)sˈɛkəndɹɪstɹˌɛs(es) ˈa ˈɛle kˈa ˈi ˈɛle (en)stɹˈɛs ˌəʊpənˈɛː ˈɑːtap(es)]
ˌapaɾtamˈɛnto | [(en)sˈɛkəndɹɪstɹˌɛs(es) ˈa pˈe ˈa (en)ˈɑːtap(es) tˈe ˈa ˈɛme (en)stɹˈɛs ˌəʊpənˈɛː(es) ˈɛne tˈe ˈo]
ˌasta | [(en)sˈɛkəndɹɪstɹˌɛs(es) ˈa ˈɛse tˈe ˈa]
ˌaxɛndˈaɾ | [(en)sˈɛkəndɹɪstɹˌɛs(es) ˈa ˈɛkis (en)ˌəʊpənˈɛː(es) ˈɛne ðˈe (en)stɹˈɛs(es) ˈa (en)ˈɑːtap(es)]
ˌaʊmɛntˈaɾ | [(en)sˈɛkəndɹɪstɹˌɛs(es) ˈa (en)ˈʊpsɪlˌɒn(es) ˈɛme (en)ˌəʊpənˈɛː(es) ˈɛne tˈe (en)stɹˈɛs(es) ˈa (en)ˈɑːtap(es)]
ˌaʊtomˈatiko | [(en)sˈɛkəndɹɪstɹˌɛs(es) ˈa (en)ˈʊpsɪlˌɒn(es) tˈe ˈo ˈɛme (en)stɹˈɛs(es) ˈa tˈe ˈi kˈa ˈo]
ˌaʊtoβˈus | [(en)sˈɛkəndɹɪstɹˌɛs(es) ˈa (en)ˈʊpsɪlˌɒn(es) tˈe ˈo (en)bˈiːtə stɹˈɛs(es) ˈu ˈɛse]
ˌaʊtɔɾˌiθaθjˈɔn | [(en)sˈɛkəndɹɪstɹˌɛs(es) ˈa (en)ˈʊpsɪlˌɒn(es) tˈe (en)ˌəʊpənˈɔː ˈɑːtap sˈɛkəndɹɪstɹˌɛs(es) ˈi (en)θˈiːtə(es) ˈa (en)θˈiːtə(es) xˈɔta (en)stɹˈɛs ˌəʊpənˈɔː(es) ˈɛne]
ˌaβitaθjˈɔn | [(en)sˈɛkəndɹɪstɹˌɛs(es) ˈa (en)bˈiːtə(es) ˈi tˈe ˈa (en)θˈiːtə(es) xˈɔta (en)stɹˈɛs ˌəʊpənˈɔː(es) ˈɛne]
ˌekipˈaxe | [(en)sˈɛkəndɹɪstɹˌɛs(es) ˈe kˈa ˈi pˈe (en)stɹˈɛs(es) ˈa ˈɛkis ˈe]
ˌelektɾˈɔniko | [(en)sˈɛkəndɹɪstɹˌɛs(es) ˈe ˈɛle ˈe kˈa tˈe (en)ˈɑːtap stɹˈɛs ˌəʊpənˈɔː(es) ˈɛne ˈi kˈa ˈo]
ˌempeθˈaɾ | [(en)sˈɛkəndɹɪstɹˌɛs(es) ˈe ˈɛme pˈe ˈe (en)θˈiːtə stɹˈɛs(es) ˈa (en)ˈɑːtap(es)]
ˌestaθjˈɔn | [(en)sˈɛkəndɹɪstɹˌɛs(es) ˈe ˈɛse tˈe ˈa (en)θˈiːtə(es) xˈɔta (en)stɹˈɛs ˌəʊpənˈɔː(es) ˈɛne]
ˌindikˈaɾme | [(en)sˈɛkəndɹɪstɹˌɛs(es) ˈi ˈɛne ðˈe ˈi kˈa (en)stɹˈɛs(es) ˈa (en)ˈɑːtap(es) ˈɛme ˈe]
ˌinkluˈiðo | [(en)sˈɛkəndɹɪstɹˌɛs(es) ˈi ˈɛne kˈa ˈɛle ˈu (en)stɹˈɛs(es) ˈi ðˈe ˈo]
ˌinkluˈiðos | [(en)sˈɛkəndɹɪstɹˌɛs(es) ˈi ˈɛne kˈa ˈɛle ˈu (en)stɹˈɛs(es) ˈi ðˈe ˈo ˈɛse]
ˌiðɛntˌifikaθjˈɔn | [(en)sˈɛkəndɹɪstɹˌɛs(es) ˈi ðˈe (en)ˌəʊpənˈɛː(es) ˈɛne tˈe (en)sˈɛkəndɹɪstɹˌɛs(es) ˈi ˈɛfe ˈi kˈa ˈa (en)θˈiːtə(es) xˈɔta (en)stɹˈɛs ˌəʊpənˈɔː(es) ˈɛne]
ˌofiθˈina | [(en)sˈɛkəndɹɪstɹˌɛs(es) ˈo ˈɛfe ˈi (en)θˈiːtə stɹˈɛs(es) ˈi ˈɛne ˈa]
ˌopɔɾtˌuniðˈaðes | [(en)sˈɛkəndɹɪstɹˌɛs(es) ˈo pˈe (en)ˌəʊpənˈɔː ˈɑːtap(es) tˈe (en)sˈɛkəndɹɪstɹˌɛs(es) ˈu ˈɛne ˈi ðˈe (en)stɹˈɛs(es) ˈa ðˈe ˈe ˈɛse]
ˌɔbtenˈɛɾ | [(en)sˈɛkəndɹɪstɹˌɛs ˌəʊpənˈɔː(es) bˈe tˈe ˈe ˈɛne (en)stɹˈɛs ˌəʊpənˈɛː ˈɑːtap(es)]
ˌɔfɾeθˈiðo | [(en)sˈɛkəndɹɪstɹˌɛs ˌəʊpənˈɔː(es) ˈɛfe (en)ˈɑːtap(es) ˈe (en)θˈiːtə stɹˈɛs(es) ˈi ðˈe ˈo]
ˌɛmbɔlβˈɛɾlo | [(en)sˈɛkəndɹɪstɹˌɛs ˌəʊpənˈɛː(es) ˈɛme βˈe (en)ˌəʊpənˈɔː(es) ˈɛle (en)bˈiːtə stɹˈɛs ˌəʊpənˈɛː ˈɑːtap(es) ˈɛle ˈo]
ˌɛnkantˈaða | [(en)sˈɛkəndɹɪstɹˌɛs ˌəʊpənˈɛː(es) ˈɛne kˈa ˈa ˈɛne tˈe (en)stɹˈɛs(es) ˈa ðˈe ˈa]
ˌɛnkantˈaðo | [(en)sˈɛkəndɹɪstɹˌɛs ˌəʊpənˈɛː(es) ˈɛne kˈa ˈa ˈɛne tˈe (en)stɹˈɛs(es) ˈa ðˈe ˈo]
βankˈaɾja | [(en)bˈiːtə(es) ˈa ˈɛne kˈa (en)stɹˈɛs(es) ˈa (en)ˈɑːtap(es) xˈɔta ˈa]
βjˈɛn | [(en)bˈiːtə(es) xˈɔta (en)stɹˈɛs ˌəʊpənˈɛː(es) ˈɛne]
βuskˈando | [(en)bˈiːtə(es) ˈu ˈɛse kˈa (en)stɹˈɛs(es) ˈa ˈɛne ðˈe ˈo]
βwˈelo | [(en)bˈiːtə(es) ˌuβe ðˈɔβle (en)stɹˈɛs(es) ˈe ˈɛle ˈo]
βwˈelta | [(en)bˈiːtə(es) ˌuβe ðˈɔβle (en)stɹˈɛs(es) ˈe ˈɛle tˈe ˈa]
βwˈena | [(en)bˈiːtə(es) ˌuβe ðˈɔβle (en)stɹˈɛs(es) ˈe ˈɛne ˈa]
βˈario | [(en)bˈiːtə stɹˈɛs(es) ˈa ˈɛɾe ˈi ˈo]
βˈaɲos | [(en)bˈiːtə stɹˈɛs(es) ˈa (en)ɲˈɛ(es) ˈo ˈɛse]
βˈoɪ | [(en)bˈiːtə stɹˈɛs(es) ˈo (en)smˈɔːlkˌapˈaɪ(es)]
βˈɔlso | [(en)bˈiːtə stɹˈɛs ˌəʊpənˈɔː(es) ˈɛle ˈɛse ˈo]
βˌexetaɾjˈana | [(en)bˈiːtə sˈɛkəndɹɪstɹˌɛs(es) ˈe ˈɛkis ˈe tˈe ˈa (en)ˈɑːtap(es) xˈɔta (en)stɹˈɛs(es) ˈa ˈɛne ˈa]
βˌexetaɾjˈano | [(en)bˈiːtə sˈɛkəndɹɪstɹˌɛs(es) ˈe ˈɛkis ˈe tˈe ˈa (en)ˈɑːtap(es) xˈɔta (en)stɹˈɛs(es) ˈa ˈɛne ˈo]
θɛɾkˈana | [(en)θˈiːtə ˌəʊpənˈɛː ˈɑːtap(es) kˈa (en)stɹˈɛs(es) ˈa ˈɛne ˈa]
θɛɾkˈano | [(en)θˈiːtə ˌəʊpənˈɛː ˈɑːtap(es) kˈa (en)stɹˈɛs(es) ˈa ˈɛne ˈo]
θˈita | [(en)θˈiːtə stɹˈɛs(es) ˈi tˈe ˈa]
θˈɛɾka | [(en)θˈiːtə stɹˈɛs ˌəʊpənˈɛː ˈɑːtap(es) kˈa ˈa]
