# Complete Dutch Dictionary
# Generated from story and phrases
# Format: word | [IPA]
# Total words: 1837

aan | [ˈaːn]
ɔpnˈeːmən | [(en)ˌəʊpənˈɔː(nl) pˈeː ˈɛn (en)stɹˈɛs(nl) ˈeː (en)lˈɛŋθənd(nl) ˈɛm (en)ʃwˈɑː(nl) ˈɛn]
ən | [ˈən]
ər | [ˈɛr]
ɛrˈaːn | [(en)ˌəʊpənˈɛː(nl) ˈɛr (en)stɹˈɛs(nl) ˈaː (en)lˈɛŋθənd(nl) ˈɛn]
ɣlˌytənvrˈɛɪ | [(en)ɡˈamə(nl) ˈɛl (en)sˈɛkəndɹɪstɹˌɛs(nl) ˈɛɪ tˈeː (en)ʃwˈɑː(nl) ˈɛn fˈeː ˈɛr (en)stɹˈɛs ˌəʊpənˈɛː smˈɔːlkˌapˈaɪ(nl)]
ɣrˈaːx | [(en)ɡˈamə(nl) ˈɛr (en)stɹˈɛs(nl) ˈaː (en)lˈɛŋθənd(nl) ˈɪks]
ɣrˈoːtərə | [(en)ɡˈamə(nl) ˈɛr (en)stɹˈɛs(nl) ˈoː (en)lˈɛŋθənd(nl) tˈeː (en)ʃwˈɑː(nl) ˈɛr (en)ʃwˈɑː(nl)]
ɣəbrˈœykt | [(en)ɡˈamə ʃwˈɑː(nl) bˈeː ˈɛr (en)stɹˈɛs(nl) lˈixaːtˌyroːˌeː ˈɛɪ kˈaː tˈeː]
ɣədˈaːn | [(en)ɡˈamə ʃwˈɑː(nl) dˈeː (en)stɹˈɛs(nl) ˈaː (en)lˈɛŋθənd(nl) ˈɛn]
ɣədˈɛkt | [(en)ɡˈamə ʃwˈɑː(nl) dˈeː (en)stɹˈɛs ˌəʊpənˈɛː(nl) kˈaː tˈeː]
ɣəfˌeːlisitˈɪrt | [(en)ɡˈamə ʃwˈɑː(nl) ˈɛf (en)sˈɛkəndɹɪstɹˌɛs(nl) ˈeː (en)lˈɛŋθənd(nl) ˈɛl ˈiː s ˈiː tˈeː (en)stɹˈɛs smˈɔːlkˌapˈaɪ(nl) ˈɛr tˈeː]
ɣəlˈaːdən | [(en)ɡˈamə ʃwˈɑː(nl) ˈɛl (en)stɹˈɛs(nl) ˈaː (en)lˈɛŋθənd(nl) dˈeː (en)ʃwˈɑː(nl) ˈɛn]
ɣəlˈɵkəx | [(en)ɡˈamə ʃwˈɑː(nl) ˈɛl (en)stɹˈɛs ˌəʊbˈɑː(nl) kˈaː (en)ʃwˈɑː(nl) ˈɪks]
ɣəlˈɵkəɣə | [(en)ɡˈamə ʃwˈɑː(nl) ˈɛl (en)stɹˈɛs ˌəʊbˈɑː(nl) kˈaː (en)ʃwˈɑː ɡˈamə ʃwˈɑː(nl)]
ɣəstˈoːlən | [(en)ɡˈamə ʃwˈɑː(nl) s tˈeː (en)stɹˈɛs(nl) ˈoː (en)lˈɛŋθənd(nl) ˈɛl (en)ʃwˈɑː(nl) ˈɛn]
ɣəvˈɔndən | [(en)ɡˈamə ʃwˈɑː(nl) fˈeː (en)stɹˈɛs ˌəʊpənˈɔː(nl) ˈɛn dˈeː (en)ʃwˈɑː(nl) ˈɛn]
ɣəˌɑnylˈɪrt | [(en)ɡˈamə ʃwˈɑː sˈɛkəndɹɪstɹˌɛs ˈalfə(nl) ˈɛn ˈɛɪ ˈɛl (en)stɹˈɛs smˈɔːlkˌapˈaɪ(nl) ˈɛr tˈeː]
ɣˈaːn | [(en)ɡˈamə stɹˈɛs(nl) ˈaː (en)lˈɛŋθənd(nl) ˈɛn]
ɣˈaːt | [(en)ɡˈamə stɹˈɛs(nl) ˈaː (en)lˈɛŋθənd(nl) tˈeː]
ɣˈeːn | [(en)ɡˈamə stɹˈɛs(nl) ˈeː (en)lˈɛŋθənd(nl) ˈɛn]
ɣˈudə | [(en)ɡˈamə stɹˈɛs(nl) y dˈeː (en)ʃwˈɑː(nl)]
ɣˈudənˌaːvɔnt | [(en)ɡˈamə stɹˈɛs(nl) y dˈeː (en)ʃwˈɑː(nl) ˈɛn (en)sˈɛkəndɹɪstɹˌɛs(nl) ˈaː (en)lˈɛŋθənd(nl) fˈeː (en)ˌəʊpənˈɔː(nl) ˈɛn tˈeː]
ɣˈut | [(en)ɡˈamə stɹˈɛs(nl) y tˈeː]
ɣˈɛlt | [(en)ɡˈamə stɹˈɛs ˌəʊpənˈɛː(nl) ˈɛl tˈeː]
ɣˈɪstərən | [(en)ɡˈamə stɹˈɛs smˈɔːlkˌapˈaɪ(nl) s tˈeː (en)ʃwˈɑː(nl) ˈɛr (en)ʃwˈɑː(nl) ˈɛn]
ɣˌɛldʌʊtoːmˈaːt | [(en)ɡˈamə sˈɛkəndɹɪstɹˌɛs ˌəʊpənˈɛː(nl) ˈɛl dˈeː (en)tˈɜːndvˈiː ˈʊpsɪlˌɒn(nl) tˈeː ˈoː (en)lˈɛŋθənd(nl) ˈɛm (en)stɹˈɛs(nl) ˈaː (en)lˈɛŋθənd(nl) tˈeː]
ɪk | [(en)smˌɔːlkˌapˌaɪ(nl)kˈaː]
ɪn | [(en)smˌɔːlkˌapˌaɪ(nl)ˈɛn]
ɪs | [(en)smˌɔːlkˌapˌaɪ(nl)ˈɛs]
ʋɑnˈɪr | [(en)vˌiːhˈʊk ˈalfə(nl) ˈɛn (en)stɹˈɛs smˈɔːlkˌapˈaɪ(nl) ˈɛr]
ʋɑt | [(en)vˌiːhˈʊk ˈalfə(nl) tˈeː]
ʋə | [(en)vˌiːhˈʊk ʃwˈɑː(nl)]
ʋɪl | [(en)vˌiːhˌʊksmˌɔːlkˌapˌaɪ(nl)ˈɛl]
ʋˈaːr | [(en)vˌiːhˈʊk stɹˈɛs(nl) ˈaː (en)lˈɛŋθənd(nl) ˈɛr]
ʋˈaːtər | [(en)vˌiːhˈʊk stɹˈɛs(nl) ˈaː (en)lˈɛŋθənd(nl) tˈeː (en)ʃwˈɑː(nl) ˈɛr]
ʋˈeːt | [(en)vˌiːhˈʊk stɹˈɛs(nl) ˈeː (en)lˈɛŋθənd(nl) tˈeː]
ʋˈoːn | [(en)vˌiːhˈʊk stɹˈɛs(nl) ˈoː (en)lˈɛŋθənd(nl) ˈɛn]
ʋˈɑrm | [(en)vˌiːhˈʊk stɹˈɛs ˈalfə(nl) ˈɛr ˈɛm]
ʋˈɛkən | [(en)vˌiːhˈʊk stɹˈɛs ˌəʊpənˈɛː(nl) kˈaː (en)ʃwˈɑː(nl) ˈɛn]
ʋˈɛlkɔm | [(en)vˌiːhˈʊk stɹˈɛs ˌəʊpənˈɛː(nl) ˈɛl kˈaː (en)ˌəʊpənˈɔː(nl) ˈɛm]
ʋˈɛlkə | [(en)vˌiːhˈʊk stɹˈɛs ˌəʊpənˈɛː(nl) ˈɛl kˈaː (en)ʃwˈɑː(nl)]
ʋˈɛrk | [(en)vˌiːhˈʊk stɹˈɛs ˌəʊpənˈɛː(nl) ˈɛr kˈaː]
ʋˈɛrkt | [(en)vˌiːhˈʊk stɹˈɛs ˌəʊpənˈɛː(nl) ˈɛr kˈaː tˈeː]
ʋˈɛx | [(en)vˌiːhˈʊk stɹˈɛs ˌəʊpənˈɛː(nl) ˈɪks]
ʋˈɛɪzən | [(en)vˌiːhˈʊk stɹˈɛs ˌəʊpənˈɛː smˈɔːlkˌapˈaɪ(nl) zˈɛt (en)ʃwˈɑː(nl) ˈɛn]
ʋˈɪlən | [(en)vˌiːhˈʊk stɹˈɛs smˈɔːlkˌapˈaɪ(nl) ˈɛl (en)ʃwˈɑː(nl) ˈɛn]
ʋˈɪsɛlɣəlt | [(en)vˌiːhˈʊk stɹˈɛs smˈɔːlkˌapˈaɪ(nl) s (en)ˌəʊpənˈɛː(nl) ˈɛl (en)ɡˈamə ʃwˈɑː(nl) ˈɛl tˈeː]
ʋˌɔrdən | [(en)vˌiːhˈʊk sˈɛkəndɹɪstɹˌɛs ˌəʊpənˈɔː(nl) ˈɛr dˈeː (en)ʃwˈɑː(nl) ˈɛn]
ʋˌɪlən | [(en)vˌiːhˈʊk sˈɛkəndɹɪstɹˌɛs smˈɔːlkˌapˈaɪ(nl) ˈɛl (en)ʃwˈɑː(nl) ˈɛn]
ʋˌɪsɛlkˈurs | [(en)vˌiːhˈʊk sˈɛkəndɹɪstɹˌɛs smˈɔːlkˌapˈaɪ(nl) s (en)ˌəʊpənˈɛː(nl) ˈɛl kˈaː (en)stɹˈɛs(nl) y ˈɛr s]
ˈaːn | [(en)stɹˈɛs(nl) ˈaː (en)lˈɛŋθənd(nl) ˈɛn]
ˈaːnbˌidɪŋ | [(en)stɹˈɛs(nl) ˈaː (en)lˈɛŋθənd(nl) ˈɛn bˈeː (en)sˈɛkəndɹɪstɹˌɛs(nl) ˈiː dˈeː (en)smˈɔːlkˌapˈaɪ(nl) ˈɛn]
ˈaːnɣəbˌoːdən | [(en)stɹˈɛs(nl) ˈaː (en)lˈɛŋθənd(nl) ˈɛn (en)ɡˈamə ʃwˈɑː(nl) bˈeː (en)sˈɛkəndɹɪstɹˌɛs(nl) ˈoː (en)lˈɛŋθənd(nl) dˈeː (en)ʃwˈɑː(nl) ˈɛn]
ˈaːnɣənˌaːm | [(en)stɹˈɛs(nl) ˈaː (en)lˈɛŋθənd(nl) ˈɛn (en)ɡˈamə ʃwˈɑː(nl) ˈɛn (en)sˈɛkəndɹɪstɹˌɛs(nl) ˈaː (en)lˈɛŋθənd(nl) ˈɛm]
ˈaːvɔnt | [(en)stɹˈɛs(nl) ˈaː (en)lˈɛŋθənd(nl) fˈeː (en)ˌəʊpənˈɔː(nl) ˈɛn tˈeː]
ˈeːmˌeːɪlɑdrˈɛs | [(en)stɹˈɛs(nl) ˈeː (en)lˈɛŋθənd(nl) ˈɛm (en)sˈɛkəndɹɪstɹˌɛs(nl) ˈeː (en)lˈɛŋθənd smˈɔːlkˌapˈaɪ(nl) ˈɛl (en)ˈalfə(nl) dˈeː ˈɛr (en)stɹˈɛs ˌəʊpənˈɛː(nl) s]
ˈeːn | [(en)stɹˈɛs(nl) ˈeː (en)lˈɛŋθənd(nl) ˈɛn]
ˈeːt | [(en)stɹˈɛs(nl) ˈeː (en)lˈɛŋθənd(nl) tˈeː]
ˈimɑnt | [(en)stɹˈɛs(nl) ˈiː ˈɛm (en)ˈalfə(nl) ˈɛn tˈeː]
ˈiːmeːl | [(en)stɹˈɛs(nl) ˈiː (en)lˈɛŋθənd(nl) ˈɛm ˈeː (en)lˈɛŋθənd(nl) ˈɛl]
ˈoːpənbˌaːr | [(en)stɹˈɛs(nl) ˈoː (en)lˈɛŋθənd(nl) pˈeː (en)ʃwˈɑː(nl) ˈɛn bˈeː (en)sˈɛkəndɹɪstɹˌɛs(nl) ˈaː (en)lˈɛŋθənd(nl) ˈɛr]
ˈoːpənən | [(en)stɹˈɛs(nl) ˈoː (en)lˈɛŋθənd(nl) pˈeː (en)ʃwˈɑː(nl) ˈɛn (en)ʃwˈɑː(nl) ˈɛn]
ˈyr | [(en)stɹˈɛs(nl) ˈɛɪ ˈɛr]
ˈœyt | [(en)stɹˈɛs(nl) lˈixaːtˌyroːˌeː ˈɛɪ tˈeː]
ˈɑfslˌœytən | [(en)stɹˈɛs ˈalfə(nl) ˈɛf s ˈɛl (en)sˈɛkəndɹɪstɹˌɛs(nl) lˈixaːtˌyroːˌeː ˈɛɪ tˈeː (en)ʃwˈɑː(nl) ˈɛn]
ˈɑfsprˌaːk | [(en)stɹˈɛs ˈalfə(nl) ˈɛf s pˈeː ˈɛr (en)sˈɛkəndɹɪstɹˌɛs(nl) ˈaː (en)lˈɛŋθənd(nl) kˈaː]
ˈɑjrkɔndˌiʃoːnˌɪŋ | [(en)stɹˈɛs ˈalfə(nl) jˈeː ˈɛr kˈaː (en)ˌəʊpənˈɔː(nl) ˈɛn dˈeː (en)sˈɛkəndɹɪstɹˌɛs(nl) ˈiː (en)ˈɛʃ(nl) ˈoː (en)lˈɛŋθənd(nl) ˈɛn (en)sˈɛkəndɹɪstɹˌɛs smˈɔːlkˌapˈaɪ(nl) ˈɛn]
ˈɑl | [(en)stɹˈɛs ˈalfə(nl) ˈɛl]
ˈɑltɛɪt | [(en)stɹˈɛs ˈalfə(nl) ˈɛl tˈeː (en)ˌəʊpənˈɛː smˈɔːlkˌapˈaɪ(nl) tˈeː]
ˈɑləs | [(en)stɹˈɛs ˈalfə(nl) ˈɛl (en)ʃwˈɑː(nl) s]
ˈɑndərə | [(en)stɹˈɛs ˈalfə(nl) ˈɛn dˈeː (en)ʃwˈɑː(nl) ˈɛr (en)ʃwˈɑː(nl)]
ˈɑnylˌɪːrɪŋskˌɔstən | [(en)stɹˈɛs ˈalfə(nl) ˈɛn ˈɛɪ ˈɛl (en)sˈɛkəndɹɪstɹˌɛs smˈɔːlkˌapˈaɪ lˈɛŋθənd(nl) ˈɛr (en)smˈɔːlkˌapˈaɪ(nl) ˈɛn s kˈaː (en)sˈɛkəndɹɪstɹˌɛs ˌəʊpənˈɔː(nl) s tˈeː (en)ʃwˈɑː(nl) ˈɛn]
ˈɔp | [(en)stɹˈɛs ˌəʊpənˈɔː(nl) pˈeː]
ˈɔpnˌaːməkˌɔstən | [(en)stɹˈɛs ˌəʊpənˈɔː(nl) pˈeː ˈɛn (en)sˈɛkəndɹɪstɹˌɛs(nl) ˈaː (en)lˈɛŋθənd(nl) ˈɛm (en)ʃwˈɑː(nl) kˈaː (en)sˈɛkəndɹɪstɹˌɛs ˌəʊpənˈɔː(nl) s tˈeː (en)ʃwˈɑː(nl) ˈɛn]
ˈɛn | [(en)stɹˈɛs ˌəʊpənˈɛː(nl) ˈɛn]
ˈɛŋkələ | [(en)stɹˈɛs ˌəʊpənˈɛː(nl) ˈɛn kˈaː (en)ʃwˈɑː(nl) ˈɛl (en)ʃwˈɑː(nl)]
ˈɛŋəls | [(en)stɹˈɛs ˌəʊpənˈɛː(nl) ˈɛn (en)ʃwˈɑː(nl) ˈɛl s]
ˈɛŋɛlsə | [(en)stɹˈɛs ˌəʊpənˈɛː(nl) ˈɛn (en)ˌəʊpənˈɛː(nl) ˈɛl s (en)ʃwˈɑː(nl)]
ˈɛɪɣən | [(en)stɹˈɛs ˌəʊpənˈɛː smˈɔːlkˌapˈaɪ ɡˈamə ʃwˈɑː(nl) ˈɛn]
ˈɪk | [(en)stɹˌɛssmˌɔːlkˌapˌaɪ(nl)kˈaː]
ˈɪnbəɣrˌeːpən | [(en)stɹˈɛs smˈɔːlkˌapˈaɪ(nl) ˈɛn bˈeː (en)ʃwˈɑː ɡˈamə(nl) ˈɛr (en)sˈɛkəndɹɪstɹˌɛs(nl) ˈeː (en)lˈɛŋθənd(nl) pˈeː (en)ʃwˈɑː(nl) ˈɛn]
ˈɪndˌinən | [(en)stɹˈɛs smˈɔːlkˌapˈaɪ(nl) ˈɛn dˈeː (en)sˈɛkəndɹɪstɹˌɛs(nl) ˈiː ˈɛn (en)ʃwˈɑː(nl) ˈɛn]
ˈɪnklyzˌif | [(en)stɹˈɛs smˈɔːlkˌapˈaɪ(nl) ˈɛn kˈaː ˈɛl ˈɛɪ zˈɛt (en)sˈɛkəndɹɪstɹˌɛs(nl) ˈiː ˈɛf]
ˈɪnpˌɑkən | [(en)stɹˈɛs smˈɔːlkˌapˈaɪ(nl) ˈɛn pˈeː (en)sˈɛkəndɹɪstɹˌɛs ˈalfə(nl) kˈaː (en)ʃwˈɑː(nl) ˈɛn]
ˈɪnɣəslˌɪkt | [(en)stɹˈɛs smˈɔːlkˌapˈaɪ(nl) ˈɛn (en)ɡˈamə ʃwˈɑː(nl) s ˈɛl (en)sˈɛkəndɹɪstɹˌɛs smˈɔːlkˌapˈaɪ(nl) kˈaː tˈeː]
ˌaːpɔtˈeːk | [(en)sˈɛkəndɹɪstɹˌɛs(nl) ˈaː (en)lˈɛŋθənd(nl) pˈeː (en)ˌəʊpənˈɔː(nl) tˈeː (en)stɹˈɛs(nl) ˈeː (en)lˈɛŋθənd(nl) kˈaː]
ˌidɛntˌitɛɪtzbəʋˈɛɪs | [(en)sˈɛkəndɹɪstɹˌɛs(nl) ˈiː dˈeː (en)ˌəʊpənˈɛː(nl) ˈɛn tˈeː (en)sˈɛkəndɹɪstɹˌɛs(nl) ˈiː tˈeː (en)ˌəʊpənˈɛː smˈɔːlkˌapˈaɪ(nl) tˈeː zˈɛt bˈeː (en)ʃwˈɑː vˌiːhˈʊk stɹˈɛs ˌəʊpənˈɛː smˈɔːlkˌapˈaɪ(nl) s]
ˌoːvərbˈukˌɪŋ | [(en)sˈɛkəndɹɪstɹˌɛs(nl) ˈoː (en)lˈɛŋθənd(nl) fˈeː (en)ʃwˈɑː(nl) ˈɛr bˈeː (en)stɹˈɛs(nl) y kˈaː (en)sˈɛkəndɹɪstɹˌɛs smˈɔːlkˌapˈaɪ(nl) ˈɛn]
ˌoːvərmˈaːkən | [(en)sˈɛkəndɹɪstɹˌɛs(nl) ˈoː (en)lˈɛŋθənd(nl) fˈeː (en)ʃwˈɑː(nl) ˈɛr ˈɛm (en)stɹˈɛs(nl) ˈaː (en)lˈɛŋθənd(nl) kˈaː (en)ʃwˈɑː(nl) ˈɛn]
ˌoːvərstˈɑpən | [(en)sˈɛkəndɹɪstɹˌɛs(nl) ˈoː (en)lˈɛŋθənd(nl) fˈeː (en)ʃwˈɑː(nl) ˈɛr s tˈeː (en)stɹˈɛs ˈalfə(nl) pˈeː (en)ʃwˈɑː(nl) ˈɛn]
ˌɑksɛptˈɪrt | [(en)sˈɛkəndɹɪstɹˌɛs ˈalfə(nl) kˈaː s (en)ˌəʊpənˈɛː(nl) pˈeː tˈeː (en)stɹˈɛs smˈɔːlkˌapˈaɪ(nl) ˈɛr tˈeː]
ˌɑlstɵblˈift | [(en)sˈɛkəndɹɪstɹˌɛs ˈalfə(nl) ˈɛl s tˈeː (en)ˌəʊbˈɑː(nl) bˈeː ˈɛl (en)stɹˈɛs(nl) ˈiː ˈɛf tˈeː]
ˌɑnylˈɪːrən | [(en)sˈɛkəndɹɪstɹˌɛs ˈalfə(nl) ˈɛn ˈɛɪ ˈɛl (en)stɹˈɛs smˈɔːlkˌapˈaɪ lˈɛŋθənd(nl) ˈɛr (en)ʃwˈɑː(nl) ˈɛn]
ˌɑpɑrtəmˈɛnt | [(en)sˈɛkəndɹɪstɹˌɛs ˈalfə(nl) pˈeː (en)ˈalfə(nl) ˈɛr tˈeː (en)ʃwˈɑː(nl) ˈɛm (en)stɹˈɛs ˌəʊpənˈɛː(nl) ˈɛn tˈeː]
ˌɛkskyzˈɪr | [(en)sˈɛkəndɹɪstɹˌɛs ˌəʊpənˈɛː(nl) kˈaː s kˈaː ˈɛɪ zˈɛt (en)stɹˈɛs smˈɔːlkˌapˈaɪ(nl) ˈɛr]
